============================ ★ 2分屏 → 3分屏 全过程 [18:29:07.500 ~ 18:29:11.200]
18:29:08.298  hyper_launcher_app                         | : <app-frb-pool-app_launcher::recents::systemui_shared::transition::window_transion_manager:2380>: set_split_dock_animating: true
18:29:08.875  MultiTaskingTransitionHandler              | canHandleTransition try handler: com.android.wm.shell.multitasking.common.linkage.MultiTaskingLinkageTransition@c37bc50
18:29:08.875  MultiTaskingTransitionHandler              | canHandleTransition try handler: com.android.wm.shell.multitasking.miuifreeform.MiuiFreeformModeAnimation@e226213
18:29:08.875  MultiTaskingTransitionHandler              | canHandleTransition try handler: com.android.wm.shell.multitasking.miuimultiwinswitch.MulWinSwitchTransition@17d2308
18:29:08.875  ShellTransitions                           | getMaybeHandlerType active = (#180) android.os.BinderProxy@9e0f1a7@0, type = 99
18:29:08.875  MultipleSplitTransitionHandler             | resolved dock change transition, extra type=DOCK_ENTER
18:29:08.875  MultipleSplitTransitionHandler             | startPendingAnimation: transition=180
18:29:08.875  MultipleSplitTransitionHandler             | startPendingDockChangeAnimation 11286
18:29:08.875  MultipleSplitTransitionHandler             | filterChange, fullRootChange = null, toBackStageChanges = {}, toFrontStageChanges = {}
18:29:08.876  MultipleSplitTransitionHandler             | playDockChangeAnimation: transition=180, extraType=DOCK_ENTER, enteringIndex=2, dockOffset=-2294, selfDriveRemote=true, hasRemoteHandler=false, changeCount=5, isMixe
18:29:08.876  MultipleSplitTransitionHandler             | playDockChangeAnimation: branch=DOCK_ENTER, enteringIndex=2, offset=-2294
18:29:08.876  SoScUtils                                  | Update divider bg visible from true to:false, com.android.wm.shell.multiplesplit.MultipleSplitTransitionHandler.playDockChangeAnimation:185 com.android.wm.shell.mult
18:29:08.876  SurfaceFlinger                             | [SF-ColorSample] Transition anim end
18:29:08.877  MultipleSplitTransitionHandler             | playDockChangeAnimation: DOCK_ENTER finish immediately
18:29:08.877  OS4FreeFromX                               | TRACE SoScCoord#onMultiWindowStateChangedForMultipleSplit(-7, true)
18:29:08.877  SoScStageCoordinator                       | onMultiWindowStateChangedForMultipleSplit state:TO_DOCK MultipleSplitTaskIds:[7705, 7703] IsTransitionFinished:true com.android.wm.shell.sosc.SoScUtilsImpl.sendMulti
18:29:08.877  MultipleSplitUtils                         | isMultipleSplitSupport: isUltra=true, isPadOrLargeFold=true, ComputilityLevel=4, false
18:29:08.877  SplitUtilsImpl                             | populateTouchZonesForSoSc, branch=exitDockedState, pos=1, size=1, zones=[#1/BottomRight], callers=com.android.wm.shell.sosc.common.split.SplitLayout.populateTouchZon
18:29:08.877  SoScStageCoordinator                       | TouchZoneTrace inflateOnStageRoot #1/BottomRight, isTopLeft=false, sideStagePosition=1, hostLeash=Surface(name=Task=7690(side)#71029)/@0xa14765a
18:29:08.880  MulWinSwitchSoScStateListener              | onMultiWindowStateChanged
18:29:08.880  MulWinSwitchSoScStateListener              | updateSoScHomeParams::state = -7, last_state = -7, needAnim = false, lotBounds = null, robBounds = null, soscHomeCenterX=0.0, soscHomeShowingWidth=0, needRelayout = 
18:29:08.880  hyper_launcher_app                         | : <binder:25236_F-app_launcher::recents::sosc::sosc_split_screen_controller:1141>: on_multi_window_state_changed
18:29:08.880  hyper_launcher_app                         | : <binder:25236_F-app_launcher::api::recents::sosc_split_screen_api:898>: on_multi_window_state_changed:-7
18:29:08.880  hyper_launcher_app                         | : <binder:25236_F-app_launcher::api::recents::sosc_split_screen_api:898>: get key_left_or_top_bounds from on_multi_window_state_changed None, return default
18:29:08.880  hyper_launcher_app                         | : <binder:25236_F-app_launcher::api::recents::sosc_split_screen_api:898>: get key_right_or_bottom_bounds from on_multi_window_state_changed None, return default
18:29:08.887  MultipleSplitTransitionHandler             | onFinish for dock change transition
18:29:08.887  MultipleSplitRootTaskOrganizer             | onTransitionAnimationComplete
18:29:08.888  MultiTaskingTaskRepository                 | try to update multiTaskingTaskInfo taskInfo taskId = 7689
18:29:08.888  MultiTaskingTaskInfo                       | MultiTaskingBaseTaskInfo::update::mTaskBounds = Rect(0, 0 - 1170, 1672), mTaskId = 7689
18:29:08.888  OS4FreeFromX                               | TRACE SoScCoord#isMainStageRootTask(7689)
18:29:08.888  MultiTaskingAnimTarget                     | setAnimParam bounds: Rect(0, 0 - 1170, 1672) scaleX: 1.0 scaleY: 1.0
18:29:08.888  MultiTaskingFolmeControl                   | updateBaseAnimParam taskId = 7689 taskBounds : Rect(0, 0 - 1170, 1672)
18:29:08.888  MultiTaskingTaskRepository                 | try to update multiTaskingTaskInfo taskInfo taskId = 7690
18:29:08.888  MultiTaskingTaskInfo                       | MultiTaskingBaseTaskInfo::update::mTaskBounds = Rect(1194, 0 - 2364, 1672), mTaskId = 7690
18:29:08.888  OS4FreeFromX                               | TRACE SoScCoord#isMainStageRootTask(7690)
18:29:08.888  OS4FreeFromX                               | TRACE SoScCoord#isSideStageRootTask(7690)
18:29:08.888  MultiTaskingAnimTarget                     | setAnimParam bounds: Rect(1194, 0 - 2364, 1672) scaleX: 1.0 scaleY: 1.0
18:29:08.888  MultiTaskingFolmeControl                   | updateBaseAnimParam taskId = 7690 taskBounds : Rect(1194, 0 - 2364, 1672)
18:29:08.888  MultiTaskingTaskRepository                 | try to update multiTaskingTaskInfo taskInfo taskId = 7703
18:29:08.888  MultiTaskingTaskInfo                       | MultiTaskingBaseTaskInfo::update::mTaskBounds = Rect(1194, 0 - 2364, 1672), mTaskId = 7703
18:29:08.888  OS4FreeFromX                               | TRACE SoScCoord#isMainStageRootTask(7703)
18:29:08.888  OS4FreeFromX                               | TRACE SoScCoord#isSideStageRootTask(7703)
18:29:08.888  MultiTaskingAnimTarget                     | setAnimParam bounds: Rect(1194, 0 - 2364, 1672) scaleX: 1.0 scaleY: 1.0
18:29:08.888  MultiTaskingFolmeControl                   | updateBaseAnimParam taskId = 7703 taskBounds : Rect(1194, 0 - 2364, 1672)
18:29:08.888  MultiTaskingTaskRepository                 | try to update multiTaskingTaskInfo taskInfo taskId = 7705
18:29:08.888  MultiTaskingTaskInfo                       | MultiTaskingBaseTaskInfo::update::mTaskBounds = Rect(0, 0 - 1170, 1672), mTaskId = 7705
18:29:08.888  OS4FreeFromX                               | TRACE SoScCoord#isMainStageRootTask(7705)
18:29:08.888  OS4FreeFromX                               | TRACE SoScCoord#isSideStageRootTask(7705)
18:29:08.888  MultiTaskingAnimTarget                     | setAnimParam bounds: Rect(0, 0 - 1170, 1672) scaleX: 1.0 scaleY: 1.0
18:29:08.888  MultiTaskingFolmeControl                   | updateBaseAnimParam taskId = 7705 taskBounds : Rect(0, 0 - 1170, 1672)
18:29:08.888  MultiTaskingTransitionObserver             | onTransitionFinished::mRunningTransitions = 0 mRemoteOpenFreeformTransitions = []
18:29:08.888  SoScUtils                                  | monitorTransitionFinished transition:android.os.BinderProxy@9e0f1a7 transaction: android.view.SurfaceControl$Transaction@77d23ab mRequestCloseTransition:null mReques
18:29:08.889  SurfaceFlinger                             | [SF-ColorSample] Transition anim end
18:29:08.889  TransitionImpl                             | finishTransition: updateLastSurfacePosition tf=Task{520b032 #7705 type=standard A=10245:android.task.calendar}
18:29:08.889  TransitionImpl                             | finishTransition: updateLastSurfacePosition tf=Task{5483217 #7694 name=stage_c type=undefined}
18:29:08.889  TransitionImpl                             | finishTransition: updateLastSurfacePosition tf=Task{8d4918c #7703 type=standard A=10116:android.task.contacts}
18:29:08.889  TransitionImpl                             | finishTransition: updateLastSurfacePosition tf=Task{991f58e #1 type=home}
18:29:08.889  TransitionImpl                             | finishTransition: updateLastSurfacePosition tf=Task{b5476d5 #7689 name=main type=undefined}
18:29:08.889  TransitionImpl                             | finishTransition: updateLastSurfacePosition tf=Task{c9d3142 #7688 type=undefined}
18:29:08.889  SystemPerformanceHinter                    | endSession#HighPerfSession-d0-Transition
18:29:08.890  MirimRefreshRatePolicy                     | [Intercept] notifyInteractionEnd blocked, type=transition currentType=recent_animation, keep current timer
18:29:08.891  RemoteTransitionHandlerStubImpl            | invokeAndRemoveWctCB transition is null, curWctCB: null
18:29:08.891  SoScTrackUtils                             | trackEvent::action = action_exit_both
18:29:08.891  SplitUtilsImpl                             | updateConfig snapMode:5
18:29:08.891  MultiTaskingTrackManager                   | trackEvent mITrackBinder is null
18:29:08.891  MultiTaskingTrackManager                   | bindOneTrackService::mServiceConnection = com.android.wm.shell.multitasking.common.analytics.MultiTaskingTrackManager$3@c1039bd
18:29:08.892  MiuiDecorationHomeController               | relayout::taskId=1, userId=0, visible=true, bounds=Rect(0, 0 - 2364, 1672), focused=true, activityType=2, displayId=0, baseActivity=ComponentInfo{com.miui.home/com.m
18:29:08.892  MiuiDecorationHomeBottom                   | disableMultiStatusBarNavBar needCaption inSoScFullMode.
18:29:08.895  VRI[OffscreenTouchZone]                    | updateConfiguration: {1.0 460mcc11mnc [zh_CN] ldltr sw608dp w860dp h608dp 440dpi lrg compactNeeded hdr widecg land finger -keyb/v/h -nav/h winConfig={ mBounds=Rect(0
18:29:08.897  InsetsController                           | hide(ime())
18:29:08.899  xring_gralloc                              | req_witdh=1, req_height=1, req_format=0x1, usage=0xb00, alloc_format=RGBA_8888 + AFBC + SPLIT + YUV TRANSFORM + SPARSE + Datatype: UNORM
18:29:08.899  xring_gralloc                              | req_witdh=1, req_height=1, req_format=0x1, usage=0xb00, alloc_format=RGBA_8888 + AFBC + SPLIT + YUV TRANSFORM + SPARSE + Datatype: UNORM
18:29:08.899  xring_gralloc                              | req_witdh=1, req_height=1, req_format=0x1, usage=0xb00, alloc_format=RGBA_8888 + AFBC + SPLIT + YUV TRANSFORM + SPARSE + Datatype: UNORM
18:29:08.899  xring_gralloc                              | req_witdh=1, req_height=1, req_format=0x1, usage=0xb00, alloc_format=RGBA_8888 + AFBC + SPLIT + YUV TRANSFORM + SPARSE + Datatype: UNORM
18:29:08.900  hyper_launcher_app                         | : <app-frb-pool-app_launcher::api::model::recents::task_description:25>: [TitleTrace] TaskDescription::from_ref label=None
18:29:08.900  hyper_launcher_app                         | : <app-frb-pool-app_launcher::api::model::recents::grouped_recent_task_info:32>: multipleSplit task_info1 = 7705, task_Info2 = "7703", multiple_split_task_ids = Ok(S
18:29:08.900  hyper_launcher_app                         | : <app-frb-pool-app_launcher::api::model::recents::grouped_recent_task_info:63>: init Split TaskInfo
18:29:08.900  hyper_launcher_app                         | : <app-frb-pool-app_launcher::api::model::recents::task_description:25>: [TitleTrace] TaskDescription::from_ref label=None
18:29:08.900  hyper_launcher_app                         | : <app-frb-pool-app_launcher::api::model::recents::task_description:25>: [TitleTrace] TaskDescription::from_ref label=None
18:29:08.900  hyper_launcher_app                         | : <app-frb-pool-app_launcher::api::model::recents::task_description:25>: [TitleTrace] TaskDescription::from_ref label=None
18:29:08.901  hyper_launcher_app                         | : <app-frb-pool-app_launcher::api::model::recents::task_description:25>: [TitleTrace] TaskDescription::from_ref label=None
18:29:08.901  hyper_launcher_app                         | : <app-frb-pool-app_launcher::api::model::recents::grouped_recent_task_info:32>: multipleSplit task_info1 = 7705, task_Info2 = "7703", multiple_split_task_ids = Ok(S
18:29:08.901  hyper_launcher_app                         | : <app-frb-pool-app_launcher::api::model::recents::grouped_recent_task_info:63>: init Split TaskInfo
18:29:08.901  OffscreenTouchZone                         | TouchZoneTrace inputReady #1/BottomRight, leash=Surface(name=OffscreenTouchZoneBottomRight#71531)/@0x1601916
18:29:08.901  hyper_launcher_app                         | : <app-frb-pool-app_launcher::api::model::recents::task_description:25>: [TitleTrace] TaskDescription::from_ref label=None
18:29:08.901  hyper_launcher_app                         | : <app-frb-pool-app_launcher::api::model::recents::task_description:25>: [TitleTrace] TaskDescription::from_ref label=None
18:29:08.901  hyper_launcher_app                         | : <app-frb-pool-app_launcher::api::model::recents::task_description:25>: [TitleTrace] TaskDescription::from_ref label=None
18:29:08.901  MiuiMirrorInputMethodImpl                  | InsetsControlTarget invalid!:Window{b7d81ea u0 com.miui.home/com.miui.home.launcher.Launcher}
18:29:08.901  MiuiSplitInputMethodImpl                   | getDeclaredMethod:java.lang.NoSuchMethodException: com.android.server.inputmethod.InputMethodManagerService.getSelectedMethodIdLocked []
18:29:08.904  VRI[OffscreenTouchZone]                    | getMiuiFreeformStackInfo mTmpFrames.miuiFreeFormStackInfo: null
18:29:08.908  hyos_spawner                               | hyper_os_aidl::src::android::app::servertransaction::ClientTransaction: start reading Some("android.app.servertransaction.WindowStateInsetsControlChangeItem")
18:29:08.908  hyos_spawner                               | hyper_os_aidl::src::android::app::servertransaction::ClientTransaction: transaction item is ClientTransactionItemData { name: "android.app.servertransaction.WindowSt
